Loan_ID,Age,Gender,Marital_Status,Employment_Type,Annual_Income,Loan_Amount,Loan_Term,Credit_Score,Debt_to_Income_Ratio,Loan_Status,Loan_Status_Numeric
L2700,59,Male,Married,Salaried,20000.0,18904.85,36,588,0.48583074254714576,Rejected,0
L2701,41,Male,Married,Self-employed,20000.0,22187.77,36,637,0.5084397226738675,Approved,1
L2702,30,Female,Married,Self-employed,20007.99,19996.73,48,559,0.5139418101502123,Rejected,0
L2703,58,Male,Married,Salaried,20000.0,48695.29,36,611,0.49328719524299636,Rejected,0
L2704,24,Male,Married,Salaried,27741.04,22529.66,12,710,0.4775058666916673,Approved,1
L2705,65,Male,Married,Salaried,41164.28,77042.48,36,635,0.5268453786037401,Rejected,0
L2706,40,Male,Divorced,Salaried,46040.78,70129.28,36,715,0.497325366767106,Approved,1
L2707,37,Male,Married,Salaried,51150.12,29074.42,24,688,0.47610616194392325,Approved,1
L2708,27,Male,Single,Self-employed,87610.47,80879.39,24,679,0.513486845875005,Approved,1
L2709,24,Female,Single,Salaried,130512.19,308940.63,36,744,0.49047296831639786,Approved,1
L2710,49,Female,Single,Self-employed,22070.54,47090.79,36,636,0.4907896736265855,Rejected,0
L2711,34,Male,Divorced,Salaried,23429.49,39172.05,12,638,0.4848015263599803,Approved,1
L2712,23,Female,Single,Salaried,146749.51,95895.55,36,639,0.5001981914836061,Rejected,0
L2713,44,Female,Divorced,Salaried,23131.09,17974.57,36,633,0.484869875994507,Rejected,0
L2714,57,Female,Married,Salaried,67825.85,133020.34,48,551,0.5461559598696458,Rejected,0
L2715,36,Male,Single,Self-employed,79019.54,159154.63,48,631,0.4833412899091749,Rejected,0
L2716,24,Female,Single,Self-employed,114394.93,276400.49,48,764,0.4959786899190795,Rejected,0
L2717,44,Male,Divorced,Salaried,29283.88,26683.1,12,623,0.5158800532695046,Approved,1
L2718,54,Male,Married,Self-employed,96596.61,173693.15,48,688,0.5199643659650663,Rejected,0
L2719,50,Male,Married,Salaried,26528.39,36123.16,36,630,0.5080132635356013,Approved,1
L2720,38,Female,Single,Self-employed,20641.98,15021.22,12,599,0.5031013463635878,Rejected,0
L2721,39,Male,Married,Unemployed,34745.03,40731.86,12,674,0.502322846250728,Rejected,0
L2722,51,Male,Single,Self-employed,93255.1,115159.77,36,581,0.5084908438705645,Rejected,0
L2723,39,Female,Divorced,Salaried,46440.93,65337.41,36,730,0.5092413357544928,Approved,1
L2724,39,Female,Divorced,Self-employed,81273.64,88268.58,12,677,0.4891202407653061,Approved,1
L2725,42,Female,Married,Unemployed,131165.59,210564.14,60,635,0.5087876244523847,Rejected,0
L2726,44,Male,Married,Salaried,20000.0,34258.2,36,665,0.5215276362265819,Approved,1
L2727,65,Male,Single,Salaried,20000.0,26511.85,12,616,0.5213541686901935,Approved,1
L2728,32,Female,Single,Salaried,20000.0,24935.7,36,635,0.4638269218732321,Rejected,0
L2729,50,Male,Single,Salaried,20000.0,36220.35,36,698,0.49736478231861597,Rejected,0
L2730,58,Female,Single,Salaried,20189.9,12283.68,60,677,0.5191087205193767,Rejected,0
L2731,51,Male,Single,Salaried,55899.38,124813.2,36,718,0.5475363517959364,Rejected,0
L2732,56,Female,Married,Salaried,20000.0,48985.29,36,684,0.47236915522409645,Rejected,0
L2733,39,Male,Single,Salaried,22469.32,13720.17,12,666,0.5287584210630022,Rejected,0
L2734,65,Male,Married,Self-employed,20000.0,38367.2,24,578,0.5366942771341094,Rejected,0
L2735,56,Female,Married,Salaried,61391.39,61666.18,12,614,0.46976635979420484,Approved,1
L2736,50,Male,Single,Unemployed,47456.39,64542.42,36,633,0.4754897921873856,Rejected,0
L2737,53,Male,Single,Salaried,20000.0,20825.71,12,512,0.4872113488380053,Rejected,0
L2738,38,Female,Single,Self-employed,77138.15,71622.25,36,636,0.5083637016446979,Rejected,0
L2739,48,Male,Married,Salaried,49056.46,67794.43,36,653,0.4803620802483344,Approved,1
L2740,31,Male,Married,Salaried,38719.24,48136.42,12,677,0.4883697087905638,Approved,1
L2741,65,Male,Married,Salaried,118762.22,160516.89,36,577,0.49774986065399024,Rejected,0
L2742,53,Male,Single,Self-employed,23815.31,50397.18,12,605,0.49081161654455774,Approved,1
L2743,37,Male,Married,Self-employed,20000.0,49145.94,12,634,0.4876638576479266,Approved,1
L2744,26,Female,Single,Self-employed,53223.55,41869.0,12,746,0.5021282764567905,Approved,1
L2745,24,Female,Single,Salaried,20000.0,39763.88,60,711,0.4860732023831692,Approved,1
L2746,40,Male,Married,Salaried,26076.3,41675.19,36,619,0.4946146042117089,Approved,1
L2747,47,Male,Divorced,Salaried,35389.56,44096.67,12,687,0.5218397583642302,Rejected,0
L2748,35,Female,Divorced,Salaried,57854.02,105360.65,36,596,0.5568957537654022,Rejected,0
L2749,26,Female,Divorced,Salaried,140330.89,317576.08,48,586,0.5299481788355037,Rejected,0
L2750,34,Male,Single,Salaried,46229.96,82428.8,36,615,0.521875803037155,Rejected,0
L2751,31,Female,Married,Salaried,37006.06,70580.47,36,646,0.49866032580508707,Approved,1
L2752,59,Female,Married,Salaried,109290.88,87048.52,36,659,0.5161094237424074,Rejected,0
L2753,29,Male,Single,Salaried,46640.98,89822.89,36,726,0.49846606502891094,Rejected,0
L2754,46,Male,Married,Self-employed,65919.65,162969.9,36,579,0.5282580250494044,Rejected,0
L2755,36,Male,Single,Salaried,20974.47,50741.43,36,709,0.534138551930791,Rejected,0
L2756,25,Female,Single,Unemployed,77491.75,102164.21,48,740,0.5418991845083793,Rejected,0
L2757,30,Female,Married,Salaried,20000.0,45290.39,24,723,0.5137929852615739,Approved,1
L2758,23,Female,Single,Salaried,20193.36,33980.02,24,730,0.490491922457174,Approved,1
L2759,33,Male,Married,Self-employed,46448.37,34213.18,12,625,0.4950086080016038,Approved,1
L2760,63,Female,Married,Self-employed,37559.3,92260.74,36,696,0.5250373151312709,Rejected,0
L2761,50,Female,Divorced,Self-employed,22957.3,39632.93,36,718,0.47912436189771024,Approved,1
L2762,65,Female,Married,Self-employed,20000.0,14234.99,48,661,0.5149853212716777,Rejected,0
L2763,26,Male,Single,Self-employed,21300.94,35029.45,24,639,0.4875855918941888,Rejected,0
L2764,37,Female,Married,Self-employed,32533.56,63209.39,12,579,0.5351698972543913,Rejected,0
L2765,65,Male,Single,Self-employed,81455.73,79380.09,36,765,0.4889703819535231,Approved,1
L2766,39,Female,Married,Self-employed,88664.78,165349.78,48,599,0.5064899641165042,Rejected,0
L2767,62,Female,Single,Salaried,27895.75,67838.71,36,716,0.4838960976987775,Rejected,0
L2768,55,Male,Divorced,Self-employed,49264.43,47456.13,24,613,0.5116990146559389,Approved,1
L2769,46,Female,Divorced,Salaried,44524.04,65970.95,24,702,0.5174935891566782,Rejected,0
L2770,25,Male,Married,Unemployed,66963.88,75536.45,36,610,0.48980566831106603,Rejected,0
L2771,49,Female,Single,Salaried,37236.33,47506.29,60,654,0.5167094089981839,Approved,1
L2772,57,Male,Divorced,Salaried,99641.62,216642.81,48,683,0.44045225781369124,Approved,1
L2773,40,Female,Married,Unemployed,20000.0,42941.53,12,675,0.48260630092571355,Rejected,0
L2774,41,Female,Married,Salaried,66937.21,34586.15,12,577,0.5262844058624445,Rejected,0
L2775,30,Male,Divorced,Self-employed,59738.92,44455.07,12,606,0.4976719679367605,Rejected,0
L2776,25,Male,Single,Salaried,59476.08,71253.24,36,624,0.4750702596411664,Rejected,0
L2777,56,Male,Married,Salaried,35567.62,39340.41,36,679,0.4910102126464437,Rejected,0
L2778,26,Male,Married,Unemployed,121186.43,83276.02,24,712,0.5267183019586746,Approved,1
L2779,46,Male,Single,Salaried,69302.44,129963.92,48,610,0.4808828386079696,Rejected,0
L2780,24,Female,Married,Self-employed,87966.8,157055.32,12,638,0.5036514183458349,Rejected,0
L2781,59,Female,Single,Salaried,59731.85,59507.73,48,542,0.5246053297714667,Rejected,0
L2782,59,Female,Married,Self-employed,184863.73,226150.27,24,642,0.5066191658572727,Approved,1
L2783,55,Male,Single,Self-employed,20000.0,29518.59,36,698,0.48526957206828003,Rejected,0
L2784,21,Female,Single,Self-employed,47991.06,28342.63,36,669,0.46584067767401866,Approved,1
L2785,44,Female,Single,Unemployed,41910.64,33930.65,24,599,0.46974925043688015,Approved,1
L2786,56,Male,Single,Salaried,20000.0,35872.73,12,660,0.4765975221440786,Approved,1
L2787,26,Male,Married,Self-employed,128585.15,189188.86,36,602,0.5036601585523502,Approved,1
L2788,61,Male,Married,Self-employed,199523.29,339378.59,36,626,0.4910797115575161,Rejected,0
L2789,64,Female,Married,Salaried,98846.69,241839.09,48,729,0.5121543499280463,Rejected,0
L2790,51,Male,Married,Salaried,97535.98,196145.91,24,655,0.49566376183247984,Approved,1
L2791,40,Female,Divorced,Self-employed,51382.74,125192.24,24,646,0.5344820399659234,Rejected,0
L2792,44,Male,Single,Self-employed,86065.92,144754.45,36,681,0.5195839594803547,Rejected,0
L2793,45,Female,Married,Salaried,33395.01,16795.43,12,676,0.5138230427150513,Rejected,0
L2794,56,Male,Married,Salaried,25926.92,17826.09,36,665,0.5110542087054009,Approved,1
L2795,41,Female,Married,Salaried,120279.57,227804.99,36,701,0.5084697108998345,Approved,1
L2796,50,Male,Married,Salaried,25994.64,28857.59,12,539,0.49285710473732325,Rejected,0
L2797,44,Male,Married,Salaried,51001.2,67706.42,36,663,0.45079424371016397,Rejected,0
L2798,64,Female,Married,Salaried,20000.0,37016.72,12,697,0.5124235613983877,Rejected,0
L2799,62,Female,Married,Salaried,23480.36,27398.53,36,667,0.4857718941150314,Rejected,0
L2800,50,Male,Married,Self-employed,20000.0,44946.24,12,584,0.4719526873191878,Rejected,0
L2801,42,Male,Single,Self-employed,78530.26,100114.48,12,665,0.49515497951135845,Approved,1
L2802,48,Male,Single,Salaried,62751.13,36938.3,36,674,0.5359442292047057,Approved,1
L2803,27,Male,Divorced,Salaried,20000.0,49368.34,36,635,0.48767646365002015,Rejected,0
L2804,55,Male,Married,Self-employed,40912.37,60527.62,36,697,0.48517213799680065,Rejected,0
L2805,48,Female,Divorced,Self-employed,20000.0,24021.68,36,606,0.5116284641766768,Approved,1
L2806,34,Female,Single,Self-employed,50994.31,117201.45,60,642,0.5159393953832538,Approved,1
L2807,30,Male,Married,Self-employed,52928.41,117593.32,36,708,0.49070621417763105,Approved,1
L2808,36,Male,Married,Salaried,20000.0,11512.68,24,622,0.5316556825597848,Rejected,0
L2809,36,Male,Married,Salaried,59580.35,126124.38,36,630,0.48044959319327685,Rejected,0
L2810,51,Male,Married,Self-employed,24703.21,36559.22,12,599,0.5153083471295055,Rejected,0
L2811,62,Male,Married,Salaried,32310.21,59673.65,24,619,0.5065790725193099,Rejected,0
L2812,45,Male,Divorced,Salaried,171206.05,135579.73,36,643,0.5128802810846365,Rejected,0
L2813,33,Male,Married,Salaried,86547.58,158809.47,24,650,0.5082905158460091,Rejected,0
L2814,26,Male,Married,Salaried,126969.2,121914.89,48,680,0.4862181408135938,Approved,1
L2815,64,Male,Married,Salaried,21008.1,15434.65,24,713,0.5394366936894276,Rejected,0
L2816,29,Male,Single,Salaried,76161.89,58593.01,48,657,0.5066861274468484,Rejected,0
L2817,65,Male,Divorced,Salaried,41411.67,45547.6,12,685,0.48031900997536453,Approved,1
L2818,56,Female,Divorced,Salaried,26986.0,67014.35,36,635,0.4707071551672628,Rejected,0
L2819,63,Female,Married,Unemployed,20000.0,12171.35,36,648,0.4937856380708136,Rejected,0
L2820,40,Female,Married,Self-employed,45630.42,53014.72,36,625,0.4883100837100438,Approved,1
L2821,38,Male,Divorced,Self-employed,31464.78,48773.92,60,632,0.5257726239702889,Approved,1
L2822,63,Male,Married,Salaried,20000.0,18276.0,12,646,0.5274026702593433,Approved,1
L2823,41,Male,Single,Salaried,20000.0,48464.24,24,639,0.5185762332528467,Approved,1
L2824,24,Male,Divorced,Salaried,87746.99,124700.11,36,638,0.4959220308850278,Approved,1
L2825,53,Female,Single,Salaried,21012.77,39618.2,60,578,0.5315089020562158,Rejected,0
L2826,47,Male,Married,Salaried,61687.74,75254.97,60,668,0.4645264147542275,Approved,1
L2827,27,Male,Divorced,Salaried,41749.91,37090.55,12,634,0.4994220429950879,Rejected,0
L2828,26,Male,Divorced,Salaried,26748.06,29616.04,12,635,0.4650888590773193,Approved,1
L2829,35,Male,Single,Self-employed,100888.38,106876.58,36,660,0.49838519849990565,Approved,1
L2830,38,Female,Married,Self-employed,20000.0,43902.03,36,684,0.5322209529800488,Rejected,0
L2831,52,Male,Divorced,Salaried,52514.0,27807.29,48,603,0.4968010358229693,Approved,1
L2832,31,Female,Divorced,Self-employed,20000.0,45745.73,36,636,0.4979806147957697,Approved,1
L2833,40,Male,Divorced,Salaried,20000.0,25715.75,12,506,0.5224776678595363,Rejected,0
L2834,44,Female,Married,Self-employed,62999.2,109219.19,36,675,0.5245295942964027,Rejected,0
L2835,35,Male,Single,Salaried,42381.96,89473.82,36,724,0.5321103513103231,Approved,1
L2836,27,Female,Single,Salaried,51584.17,73351.48,48,694,0.5237913401977617,Approved,1
L2837,41,Male,Married,Self-employed,20000.0,13704.44,12,595,0.5015367417482893,Rejected,0
L2838,62,Female,Single,Salaried,20000.0,31667.93,12,623,0.4990270851472636,Rejected,0
L2839,46,Male,Single,Unemployed,39671.1,29481.95,24,656,0.5088823643522111,Rejected,0
L2840,64,Male,Divorced,Salaried,36316.98,78057.87,36,516,0.5211900028325344,Rejected,0
L2841,34,Female,Divorced,Self-employed,69126.38,124135.85,36,626,0.5242833868877094,Approved,1
L2842,57,Female,Married,Salaried,96135.11,161919.24,36,652,0.47686201095004427,Approved,1
L2843,41,Male,Married,Salaried,53000.13,26541.15,24,620,0.5146131611385606,Rejected,0
L2844,38,Female,Married,Self-employed,46632.33,112857.02,48,705,0.49356515783852584,Approved,1
L2845,25,Male,Divorced,Self-employed,89227.05,67871.74,36,606,0.5109811295949764,Rejected,0
L2846,23,Female,Married,Self-employed,117562.57,101917.8,48,622,0.5273050222573678,Rejected,0
L2847,43,Female,Single,Salaried,20000.0,49446.35,12,734,0.4961948254235493,Approved,1
L2848,46,Male,Single,Salaried,37705.53,25604.41,12,729,0.5227212785042021,Rejected,0
L2849,57,Female,Divorced,Salaried,29715.05,58933.61,48,740,0.4987365107729523,Rejected,0
L2850,44,Female,Married,Salaried,66700.65,46018.37,48,614,0.5013187813383567,Approved,1
L2851,39,Male,Single,Self-employed,32228.75,63349.67,36,637,0.4867297069357906,Approved,1
L2852,45,Female,Divorced,Salaried,31890.06,72670.13,12,564,0.4870262916782564,Rejected,0
L2853,41,Male,Single,Self-employed,51279.36,61503.99,12,614,0.4855682814181405,Rejected,0
L2854,32,Female,Married,Salaried,63621.75,71557.88,48,678,0.5046768241476925,Approved,1
L2855,61,Female,Married,Salaried,29560.79,69940.7,36,628,0.5211346556902928,Rejected,0
L2856,53,Male,Divorced,Salaried,41490.35,26939.71,12,710,0.5068299833756069,Approved,1
L2857,24,Female,Married,Salaried,20000.0,23901.87,12,649,0.4905625214163817,Approved,1
L2858,62,Male,Single,Salaried,31986.23,57762.53,24,645,0.5059071953198757,Approved,1
L2859,27,Male,Single,Salaried,21365.56,40059.97,12,603,0.4978270555225862,Approved,1
L2860,42,Male,Divorced,Self-employed,39143.45,55037.1,48,686,0.515665145274427,Rejected,0
L2861,53,Male,Married,Self-employed,39074.63,86249.22,48,602,0.4961693405263361,Rejected,0
L2862,37,Female,Single,Self-employed,108488.87,238451.9,36,678,0.5203421863774206,Approved,1
L2863,44,Male,Married,Salaried,50706.79,108215.16,24,652,0.48319951060815913,Approved,1
L2864,54,Male,Married,Salaried,42157.86,35477.72,24,670,0.49620025749159996,Approved,1
L2865,48,Female,Married,Salaried,32252.93,57841.33,36,720,0.4936639520717091,Approved,1
L2866,63,Male,Divorced,Salaried,59544.48,131114.98,36,715,0.4994235053375374,Approved,1
L2867,61,Male,Divorced,Salaried,20000.0,13770.9,36,646,0.49979403811682827,Approved,1
L2868,59,Male,Married,Unemployed,27188.79,26894.42,48,668,0.5526985795880066,Rejected,0
L2869,42,Female,Married,Salaried,57791.87,141934.52,12,714,0.5097206121555977,Approved,1
L2870,37,Male,Single,Salaried,20000.0,28475.02,36,598,0.4708543878356581,Rejected,0
L2871,54,Male,Single,Self-employed,48491.02,75665.04,36,680,0.521744585135667,Approved,1
L2872,26,Male,Single,Salaried,74308.97,89211.08,12,702,0.5251643543976773,Rejected,0
L2873,26,Female,Divorced,Self-employed,20000.0,25687.63,24,689,0.5049035293271437,Approved,1
L2874,54,Male,Divorced,Self-employed,31192.15,71400.21,36,702,0.5265773110889952,Rejected,0
L2875,21,Female,Married,Salaried,20000.0,18369.47,24,669,0.471435524124773,Approved,1
L2876,30,Female,Married,Self-employed,23888.31,25280.95,12,623,0.521354093243758,Approved,1
L2877,41,Female,Single,Salaried,34864.87,52343.07,36,579,0.4650929105209521,Rejected,0
L2878,25,Male,Divorced,Self-employed,54327.43,60908.83,36,729,0.4935629820327281,Rejected,0
L2879,22,Male,Married,Salaried,104934.26,239802.77,48,702,0.47912229423238734,Approved,1
L2880,42,Female,Single,Salaried,34174.62,60351.46,48,670,0.51660456491391,Approved,1
L2881,22,Male,Married,Self-employed,43164.22,65069.38,36,629,0.5245471574756143,Rejected,0
L2882,30,Male,Divorced,Salaried,20000.0,34162.77,36,690,0.5131775131981655,Approved,1
L2883,54,Male,Single,Self-employed,44570.69,24053.01,36,635,0.4997212871835233,Rejected,0
L2884,36,Female,Married,Salaried,77829.48,154375.52,48,633,0.5653555478583148,Rejected,0
L2885,59,Female,Married,Self-employed,65175.41,76311.3,36,670,0.5228680527750581,Approved,1
L2886,42,Male,Married,Salaried,20000.0,34327.82,24,769,0.5104980788095286,Approved,1
L2887,32,Female,Divorced,Unemployed,38351.31,83006.04,48,552,0.4476794749628257,Rejected,0
L2888,44,Male,Single,Salaried,20000.0,23819.52,24,644,0.5022424496431378,Rejected,0
L2889,60,Female,Single,Salaried,102533.5,58846.69,12,644,0.4631108866387708,Approved,1
L2890,58,Male,Married,Self-employed,25764.27,12932.11,12,624,0.5114609561398027,Approved,1
L2891,30,Female,Married,Unemployed,57927.3,128579.07,60,698,0.49269633111945915,Rejected,0
L2892,55,Male,Married,Unemployed,54278.09,86467.86,12,725,0.49744070492454406,Rejected,0
L2893,52,Male,Married,Salaried,59405.9,106984.24,48,696,0.4963351897937042,Rejected,0
L2894,27,Male,Married,Self-employed,72079.59,122072.83,48,614,0.4942523126802116,Rejected,0
L2895,41,Male,Married,Salaried,25103.81,21037.34,24,679,0.5124867548185195,Rejected,0
L2896,40,Female,Married,Self-employed,35143.24,20259.63,36,680,0.49232234527423785,Rejected,0
L2897,46,Male,Single,Salaried,111647.08,110129.03,24,642,0.5127733582954406,Approved,1
L2898,24,Male,Divorced,Salaried,122970.87,305187.04,60,658,0.5067185758357006,Approved,1
L2899,42,Male,Married,Self-employed,78247.08,104505.39,36,726,0.5097341836794099,Approved,1
L2900,35,Male,Single,Self-employed,57484.21,135096.81,48,553,0.48639284124091337,Rejected,0
L2901,60,Male,Married,Self-employed,38467.49,39256.72,12,739,0.48804084802545344,Rejected,0
L2902,41,Male,Single,Self-employed,88277.96,170445.44,36,624,0.5126542518564694,Rejected,0
L2903,35,Male,Divorced,Self-employed,49116.21,27116.39,12,644,0.5129220708641499,Approved,1
L2904,42,Male,Married,Salaried,75937.81,39960.52,36,649,0.4615103567147574,Approved,1
L2905,48,Male,Married,Self-employed,120751.12,172887.49,12,630,0.5097506366302088,Approved,1
L2906,34,Female,Married,Self-employed,140388.6,252443.23,36,621,0.4886821809957261,Approved,1
L2907,47,Female,Single,Salaried,68577.75,166265.53,24,656,0.4957209036475555,Rejected,0
L2908,61,Male,Single,Self-employed,80049.8,44780.19,24,571,0.4792992130195112,Rejected,0
L2909,60,Female,Married,Self-employed,20000.0,49514.89,24,633,0.47650209437940366,Rejected,0
L2910,48,Female,Married,Unemployed,20000.0,28872.46,24,685,0.5345798549711118,Rejected,0
L2911,46,Male,Divorced,Salaried,52954.86,107644.93,36,650,0.4835998725558872,Approved,1
L2912,22,Female,Married,Salaried,57388.29,102872.65,60,632,0.5542125542676392,Approved,1
L2913,45,Male,Married,Unemployed,80831.98,80473.98,60,667,0.47377684998822583,Rejected,0
L2914,23,Female,Divorced,Salaried,20000.0,23301.4,12,713,0.495913434105997,Approved,1
