Loan_ID,Age,Gender,Marital_Status,Employment_Type,Annual_Income,Loan_Amount,Loan_Term,Credit_Score,Debt_to_Income_Ratio,Loan_Status
L1722,28,Female,Single,Salaried,57480.31,119286.75,36,766,0.5,Approved
L1723,35,Male,Married,Salaried,20000.0,15144.45,24,609,0.5,Approved
L1724,47,Female,Married,Salaried,20000.0,42983.45,12,655,0.5,Rejected
L1725,27,Female,Divorced,Self-employed,42563.72,29192.4,12,640,0.5,Approved
L1726,23,Female,Single,Self-employed,75162.59,112647.6,36,608,0.5,Rejected
L1727,49,Female,Divorced,Self-employed,28474.28,19069.74,24,760,0.5,Approved
L1728,64,Male,Married,Salaried,66880.61,142774.0,36,645,0.5,Rejected
L1729,44,Female,Single,Salaried,56592.4,80786.4,36,621,0.5,Rejected
L1730,23,Female,Divorced,Self-employed,67352.72,117271.96,48,598,0.5,Rejected
L1731,40,Male,Married,Unemployed,20000.0,29955.51,24,700,0.5,Rejected
L1732,35,Female,Married,Salaried,122581.71,174340.59,36,723,0.5,Approved
L1733,45,Female,Married,Self-employed,29134.8,25210.6,48,703,0.5,Rejected
L1734,50,Male,Divorced,Salaried,22938.05,54751.81,36,635,0.5,Approved
L1735,34,Male,Single,Salaried,30717.31,60123.3,24,645,0.5,Rejected
L1736,27,Female,Single,Self-employed,41896.38,68441.74,36,661,0.5,Approved
L1737,37,Female,Married,Self-employed,20000.0,18234.44,36,581,0.5,Rejected
L1738,64,Male,Single,Salaried,20000.0,26017.96,12,599,0.5,Rejected
L1739,40,Male,Single,Self-employed,27054.49,32049.29,36,750,0.5,Rejected
L1740,56,Male,Married,Self-employed,20000.0,40220.15,12,702,0.5,Rejected
L1741,29,Female,Divorced,Salaried,20000.0,17716.12,60,618,0.5,Rejected
L1742,58,Female,Married,Self-employed,35349.74,64851.0,12,606,0.5,Approved
L1743,42,Male,Married,Salaried,36621.27,84414.33,36,686,0.5,Rejected
L1744,22,Male,Married,Salaried,31193.01,67902.48,60,748,0.5,Approved
L1745,44,Male,Married,Salaried,20000.0,23577.65,12,642,0.5,Approved
L1746,28,Female,Single,Salaried,24336.24,19553.21,24,647,0.5,Approved
L1747,31,Male,Married,Salaried,28807.87,35295.07,36,721,0.5,Approved
L1748,33,Male,Divorced,Salaried,25069.59,32311.05,12,628,0.5,Rejected
L1749,37,Male,Married,Self-employed,20000.0,31493.05,24,658,0.5,Approved
L1750,28,Female,Married,Salaried,105963.33,62567.71,36,662,0.5,Rejected
L1751,41,Male,Single,Salaried,20000.0,30431.02,60,581,0.5,Rejected
L1752,38,Male,Single,Self-employed,20000.0,34201.0,12,676,0.5,Approved
L1753,50,Female,Married,Salaried,20000.0,47676.23,36,577,0.5,Rejected
L1754,38,Male,Divorced,Salaried,58424.29,113894.87,48,634,0.5,Approved
L1755,51,Male,Single,Salaried,76128.87,42365.0,36,529,0.5,Rejected
L1756,58,Female,Married,Salaried,44831.32,38121.98,36,642,0.5,Rejected
L1757,52,Male,Married,Salaried,20000.0,29017.65,36,709,0.5,Approved
L1758,31,Male,Married,Salaried,20000.0,49037.03,48,658,0.5,Approved
L1759,65,Male,Divorced,Salaried,44312.2,75434.33,12,582,0.5,Rejected
L1760,45,Female,Married,Salaried,20000.0,43770.33,12,714,0.5,Approved
L1761,53,Male,Married,Salaried,20000.0,14158.24,48,591,0.5,Rejected
L1762,58,Female,Married,Salaried,40553.29,55732.12,36,617,0.5,Approved
L1763,61,Male,Married,Salaried,20965.38,11419.45,24,715,0.5,Approved
L1764,28,Male,Single,Self-employed,77897.49,77634.83,36,656,0.5,Rejected
L1765,31,Female,Single,Salaried,81319.22,172610.98,36,710,0.5,Rejected
L1766,42,Female,Married,Salaried,92632.22,161585.99,36,655,0.5,Rejected
L1767,44,Male,Married,Unemployed,56772.84,60414.62,48,703,0.5,Rejected
L1768,61,Female,Married,Self-employed,42327.15,92439.33,24,650,0.5,Rejected
L1769,37,Male,Single,Salaried,45206.83,89072.05,24,644,0.5,Approved
L1770,32,Male,Divorced,Salaried,69009.87,103751.85,24,737,0.5,Rejected
L1771,52,Male,Married,Self-employed,132328.84,77870.91,36,690,0.5,Approved
L1772,35,Female,Married,Unemployed,113459.06,262394.08,24,622,0.5,Rejected
L1773,36,Male,Married,Salaried,27131.48,49872.11,12,606,0.5,Approved
L1774,42,Male,Divorced,Salaried,32033.63,68133.05,60,733,0.5,Approved
L1775,48,Male,Single,Self-employed,61294.6,145374.79,48,617,0.5,Rejected
L1776,40,Male,Married,Salaried,184679.07,143437.46,24,683,0.5,Approved
L1777,53,Female,Married,Self-employed,20000.0,40113.55,24,687,0.5,Rejected
L1778,30,Female,Married,Salaried,33486.08,27094.49,24,600,0.5,Approved
L1779,60,Female,Single,Unemployed,22012.46,33706.99,36,612,0.5,Rejected
L1780,52,Male,Married,Unemployed,94959.21,185551.93,36,662,0.5,Rejected
L1781,53,Male,Married,Salaried,20085.41,30946.38,12,629,0.5,Rejected
L1782,22,Female,Single,Salaried,20000.0,28901.93,24,722,0.5,Rejected
L1783,53,Female,Married,Salaried,26283.37,28036.73,24,661,0.5,Approved
L1784,53,Male,Single,Salaried,24678.76,50247.54,60,554,0.5,Rejected
L1785,61,Female,Married,Salaried,70389.5,47779.54,36,668,0.5,Rejected
L1786,33,Female,Single,Salaried,20000.0,19268.94,12,657,0.5,Approved
L1787,50,Female,Married,Salaried,83740.83,49437.8,12,711,0.5,Approved
L1788,53,Male,Divorced,Self-employed,83111.94,70992.85,36,599,0.5,Rejected
L1789,33,Male,Married,Salaried,20000.0,26305.91,12,752,0.5,Approved
L1790,46,Male,Married,Self-employed,20000.0,11191.26,24,621,0.5,Approved
L1791,42,Male,Divorced,Unemployed,34226.96,32643.54,24,696,0.5,Rejected
L1792,59,Male,Divorced,Salaried,20000.0,11627.19,24,673,0.5,Rejected
L1793,22,Male,Married,Salaried,63772.2,143581.86,36,726,0.5,Approved
L1794,58,Female,Divorced,Salaried,20000.0,45599.62,12,604,0.5,Rejected
L1795,59,Male,Married,Salaried,34614.87,65666.26,48,653,0.5,Rejected
L1796,46,Male,Single,Self-employed,30467.84,51460.66,24,649,0.5,Rejected
L1797,35,Female,Married,Salaried,39449.16,82515.21,60,630,0.5,Rejected
L1798,54,Female,Married,Self-employed,108161.84,114965.13,24,567,0.5,Rejected
L1799,62,Female,Married,Self-employed,26882.98,53337.3,36,707,0.5,Approved
L1800,64,Male,Single,Salaried,72509.92,84138.41,24,657,0.5,Rejected
L1801,60,Female,Single,Salaried,28197.91,39078.5,36,725,0.5,Approved
L1802,31,Male,Married,Salaried,36622.54,90095.97,24,545,0.5,Approved
L1803,23,Male,Divorced,Self-employed,51016.36,111810.91,36,635,0.5,Rejected
L1804,26,Female,Married,Salaried,47465.79,63476.9,36,632,0.5,Approved
L1805,29,Male,Married,Unemployed,20000.0,46201.41,12,619,0.5,Rejected
L1806,26,Male,Single,Self-employed,200000.0,138913.01,36,658,0.5,Approved
L1807,29,Male,Married,Salaried,109406.44,252267.7,60,666,0.5,Rejected
L1808,59,Male,Married,Salaried,20000.0,45571.31,12,624,0.5,Rejected
L1809,51,Male,Married,Salaried,25123.36,45060.84,60,656,0.5,Approved
L1810,52,Female,Married,Salaried,60955.0,70060.66,12,623,0.5,Approved
L1811,61,Male,Divorced,Salaried,109202.27,234171.93,60,721,0.5,Approved
L1812,32,Female,Married,Salaried,32410.73,33847.7,12,661,0.5,Approved
L1813,28,Male,Married,Salaried,28864.47,22639.97,36,668,0.5,Approved
L1814,28,Male,Married,Salaried,39379.91,63102.04,24,582,0.5,Rejected
L1815,48,Male,Married,Salaried,20000.0,15152.6,36,677,0.5,Approved
L1816,40,Male,Married,Salaried,44266.07,53772.86,36,692,0.5,Rejected
L1817,27,Female,Single,Self-employed,38149.53,63309.99,48,698,0.5,Rejected
L1818,31,Male,Single,Salaried,20000.0,18302.05,24,570,0.5,Rejected
L1819,40,Male,Divorced,Salaried,56085.33,74456.12,48,690,0.5,Approved
L1820,36,Female,Married,Salaried,80791.59,90180.22,48,681,0.5,Approved
L1821,24,Male,Married,Salaried,47419.15,38349.48,24,648,0.5,Approved
L1822,26,Female,Divorced,Salaried,23733.99,41954.22,24,652,0.5,Approved
L1823,42,Female,Married,Self-employed,20000.0,34007.98,12,648,0.5,Approved
L1824,46,Male,Divorced,Self-employed,93526.23,151326.97,36,629,0.5,Rejected
L1825,23,Male,Divorced,Unemployed,103931.02,245523.1,36,596,0.5,Rejected
L1826,61,Male,Divorced,Salaried,72669.63,170995.48,24,599,0.5,Rejected
L1827,62,Female,Married,Self-employed,36124.69,59415.82,60,636,0.5,Rejected
L1828,34,Male,Married,Self-employed,20000.0,39548.47,60,651,0.5,Rejected
L1829,31,Male,Single,Self-employed,20000.0,42197.75,12,754,0.5,Rejected
L1830,38,Male,Single,Salaried,55376.39,39854.76,36,683,0.5,Approved
L1831,32,Male,Married,Salaried,48056.67,105239.69,48,650,0.5,Rejected
L1832,43,Male,Single,Self-employed,46153.39,23549.22,60,636,0.5,Rejected
L1833,32,Female,Married,Self-employed,20000.0,10081.42,12,633,0.47,Rejected
L1834,33,Male,Married,Self-employed,130759.2,146530.83,60,675,0.5,Rejected
L1835,45,Female,Divorced,Salaried,104217.59,217392.12,60,623,0.5,Rejected
L1836,65,Female,Married,Salaried,33344.51,78120.42,36,658,0.5,Rejected
L1837,39,Male,Married,Unemployed,57102.19,74143.14,24,567,0.5,Rejected
L1838,56,Male,Married,Salaried,20000.0,35240.42,24,653,0.5,Approved
L1839,65,Male,Married,Self-employed,20000.0,28902.55,36,596,0.5,Rejected
L1840,28,Female,Married,Salaried,20000.0,21187.56,36,574,0.5,Rejected
L1841,49,Male,Married,Self-employed,68906.26,154042.03,24,677,0.5,Rejected
L1842,52,Female,Married,Salaried,34585.07,57891.16,24,630,0.5,Rejected
L1843,64,Female,Divorced,Salaried,50846.21,95526.14,12,638,0.5,Rejected
L1844,38,Male,Divorced,Salaried,30831.07,53471.87,12,590,0.5,Rejected
L1845,26,Female,Married,Salaried,50601.16,33804.42,12,652,0.5,Approved
L1846,38,Male,Married,Salaried,121946.51,263295.99,60,671,0.5,Rejected
L1847,39,Female,Married,Self-employed,49443.0,28528.08,12,719,0.5,Approved
L1848,42,Male,Single,Salaried,116919.03,219989.0,48,696,0.5,Rejected
L1849,57,Male,Single,Unemployed,21080.36,16497.87,12,657,0.5,Rejected
L1850,52,Male,Divorced,Salaried,34467.55,54968.16,36,660,0.5,Approved
L1851,61,Female,Married,Salaried,20649.5,15585.67,12,699,0.5,Approved
L1852,23,Male,Single,Unemployed,95528.38,232984.9,60,633,0.5,Rejected
L1853,48,Female,Single,Self-employed,20757.63,28333.17,12,625,0.5,Approved
L1854,30,Male,Divorced,Self-employed,89145.78,186011.94,36,588,0.5,Rejected
L1855,55,Male,Single,Salaried,131518.85,275289.83,48,599,0.5,Rejected
L1856,49,Male,Married,Unemployed,21348.12,15855.97,24,685,0.5,Rejected
L1857,35,Male,Single,Self-employed,39931.63,65188.37,12,658,0.5,Rejected
L1858,53,Male,Divorced,Self-employed,20000.0,49965.24,24,536,0.5,Rejected
L1859,27,Male,Married,Unemployed,26515.21,33522.1,12,687,0.5,Rejected
L1860,32,Female,Married,Salaried,66307.84,45825.5,12,612,0.5,Approved
L1861,50,Male,Married,Salaried,52997.05,107518.89,36,668,0.5,Approved
L1862,41,Male,Married,Salaried,36130.56,61000.09,48,658,0.5,Rejected
L1863,51,Male,Married,Self-employed,88001.25,169735.05,48,693,0.5,Rejected
L1864,44,Female,Divorced,Self-employed,22264.09,34823.31,24,584,0.5,Rejected
L1865,40,Male,Single,Self-employed,21382.8,22198.58,24,594,0.5,Rejected
L1866,57,Male,Single,Salaried,20000.0,28722.69,12,725,0.5,Approved
L1867,24,Male,Single,Self-employed,45410.12,75892.64,36,734,0.5,Rejected
L1868,48,Female,Divorced,Self-employed,70741.62,68978.53,24,685,0.5,Approved
L1869,64,Female,Divorced,Salaried,31666.71,69924.8,12,589,0.5,Rejected
L1870,40,Male,Single,Salaried,55901.79,73953.05,60,626,0.5,Rejected
L1871,44,Male,Married,Unemployed,64628.72,124761.09,36,626,0.5,Rejected
L1872,52,Female,Married,Salaried,34471.21,82322.88,36,612,0.5,Rejected
L1873,61,Female,Married,Salaried,79114.45,105301.68,24,631,0.5,Approved
L1874,56,Female,Married,Salaried,24563.04,34945.8,24,666,0.5,Rejected
L1875,54,Female,Married,Salaried,45472.87,39435.61,48,746,0.5,Approved
L1876,56,Female,Single,Salaried,119441.68,149566.22,48,615,0.5,Rejected
L1877,22,Female,Single,Self-employed,54192.33,84444.97,36,652,0.5,Rejected
L1878,35,Male,Married,Salaried,52774.29,50620.0,48,710,0.5,Approved
L1879,54,Male,Divorced,Self-employed,67938.15,37520.86,12,657,0.5,Rejected
L1880,56,Male,Married,Salaried,55317.2,56178.86,12,751,0.5,Approved
L1881,26,Female,Single,Unemployed,86942.4,162160.44,36,691,0.5,Rejected
L1882,59,Female,Single,Salaried,29455.65,65288.88,48,682,0.5,Approved
L1883,62,Female,Single,Self-employed,34309.34,26146.11,36,684,0.5,Rejected
L1884,32,Male,Married,Salaried,43920.9,80967.72,24,691,0.5,Approved
L1885,23,Male,Single,Salaried,41743.08,49257.67,12,676,0.5,Rejected
L1886,65,Male,Married,Salaried,39167.98,43169.59,60,676,0.5,Rejected
L1887,38,Male,Single,Salaried,62579.81,85446.58,24,646,0.5,Rejected
L1888,60,Female,Married,Salaried,27970.5,62692.34,24,703,0.5,Rejected
L1889,41,Female,Single,Self-employed,21942.65,36451.87,12,678,0.5,Approved
L1890,35,Male,Married,Salaried,60765.85,108245.38,48,640,0.5,Approved
L1891,53,Male,Single,Salaried,32602.29,23766.99,36,700,0.5,Approved
L1892,55,Female,Married,Salaried,48551.99,35993.16,12,637,0.5,Approved
L1893,46,Male,Divorced,Salaried,200000.0,300933.27,48,583,0.5,Rejected
L1894,28,Female,Divorced,Salaried,193226.02,374211.69,60,682,0.5,Rejected
L1895,56,Male,Married,Salaried,120110.93,107027.48,36,671,0.5,Approved
L1896,50,Male,Married,Self-employed,83897.76,133867.66,36,623,0.5,Approved
L1897,43,Male,Single,Salaried,153773.59,358733.55,48,680,0.5,Rejected
L1898,62,Male,Married,Self-employed,45374.2,69217.39,36,577,0.5,Rejected
L1899,64,Male,Married,Salaried,38488.52,56248.16,24,729,0.5,Approved
L1900,34,Male,Married,Salaried,109848.58,183509.17,36,605,0.5,Rejected
L1901,34,Male,Single,Unemployed,20000.0,37698.09,36,717,0.5,Rejected
L1902,22,Male,Married,Salaried,40425.75,44637.43,12,728,0.5,Approved
L1903,57,Male,Married,Salaried,20000.0,23384.14,60,745,0.5,Approved
L1904,25,Male,Single,Self-employed,64140.27,52151.77,48,659,0.5,Rejected
L1905,58,Male,Married,Self-employed,39929.84,95737.76,12,602,0.5,Approved
L1906,65,Female,Married,Salaried,75130.78,44705.42,12,686,0.5,Rejected
L1907,61,Female,Divorced,Salaried,153522.63,218233.36,36,651,0.5,Approved
L1908,34,Male,Single,Salaried,21561.16,40257.62,12,648,0.5,Rejected
L1909,59,Male,Married,Self-employed,37391.15,71849.28,36,721,0.5,Approved
L1910,45,Male,Married,Self-employed,20000.0,35052.41,12,651,0.5,Rejected
L1911,40,Male,Single,Self-employed,66974.98,79106.52,12,643,0.5,Approved
L1912,22,Female,Married,Unemployed,25352.68,16591.67,12,626,0.5,Rejected
L1913,59,Female,Divorced,Salaried,34368.28,81254.4,36,652,0.5,Rejected
L1914,26,Female,Single,Salaried,72138.14,63547.52,12,626,0.5,Rejected
L1915,37,Male,Divorced,Unemployed,88226.98,204458.92,48,642,0.5,Rejected
L1916,45,Male,Divorced,Salaried,34772.87,33067.08,12,674,0.5,Approved
L1917,48,Female,Married,Salaried,24059.16,15423.21,12,586,0.5,Rejected
L1918,22,Male,Single,Salaried,30481.76,20336.84,60,619,0.5,Rejected
L1919,55,Male,Divorced,Unemployed,23138.55,28155.22,24,649,0.5,Rejected
L1920,57,Female,Single,Self-employed,26963.16,21676.93,12,734,0.5,Rejected
L1921,25,Female,Married,Salaried,54854.64,80356.35,36,672,0.5,Rejected
L1922,21,Female,Married,Salaried,55616.02,78286.67,24,691,0.5,Rejected
L1923,60,Male,Married,Salaried,77215.93,167750.24,24,655,0.5,Approved
L1924,32,Male,Single,Salaried,46003.68,87015.52,60,669,0.5,Rejected
L1925,56,Male,Single,Unemployed,40923.2,77622.23,48,650,0.5,Rejected
L1926,65,Female,Divorced,Self-employed,20000.0,33628.84,12,650,0.5,Approved
L1927,43,Male,Single,Unemployed,30273.27,18007.3,36,573,0.5,Rejected
L1928,51,Female,Divorced,Salaried,73530.21,146656.31,24,632,0.5,Approved
L1929,31,Female,Married,Self-employed,32223.77,39219.61,12,668,0.5,Rejected
L1930,30,Male,Married,Salaried,34025.9,73916.92,36,703,0.5,Rejected
L1931,23,Male,Divorced,Self-employed,22890.58,22735.86,12,676,0.5,Rejected
L1932,34,Male,Single,Unemployed,83033.45,152799.86,12,604,0.5,Rejected
L1933,36,Female,Single,Unemployed,55851.92,95367.17,36,673,0.5,Rejected
L1934,30,Female,Married,Salaried,41356.9,29944.85,36,670,0.5,Approved
L1935,49,Female,Single,Salaried,107444.07,83013.49,36,682,0.5,Approved
L1936,30,Male,Divorced,Self-employed,20000.0,49995.47,12,656,0.5,Approved
L1937,32,Male,Married,Salaried,54158.6,63419.86,24,557,0.5,Rejected
L1938,50,Female,Single,Salaried,51437.83,67638.82,24,577,0.5,Rejected
L1939,61,Male,Married,Salaried,60546.61,133865.71,24,609,0.5,Rejected
L1940,21,Female,Married,Salaried,49289.53,86851.33,36,600,0.5,Approved
L1941,25,Female,Single,Salaried,37409.74,69518.44,12,673,0.5,Rejected
L1942,40,Male,Married,Salaried,20000.0,35458.66,12,544,0.5,Rejected
L1943,28,Male,Married,Salaried,20000.0,22936.1,36,725,0.5,Approved
L1944,63,Male,Single,Salaried,20000.0,43167.65,24,739,0.5,Approved
L1945,32,Male,Single,Self-employed,42929.26,24361.67,36,669,0.5,Rejected
L1946,21,Female,Married,Self-employed,20000.0,24698.18,12,644,0.5,Approved
L1947,40,Female,Divorced,Salaried,20000.0,48181.25,12,593,0.5,Approved
L1948,48,Female,Married,Self-employed,94160.98,118370.34,36,619,0.5,Rejected
L1949,63,Female,Divorced,Self-employed,54279.77,28962.04,12,667,0.5,Rejected
L1950,57,Male,Single,Salaried,58011.31,51284.03,36,660,0.5,Rejected
L1951,57,Male,Married,Salaried,34331.74,81994.0,12,707,0.5,Approved
L1952,32,Female,Married,Salaried,20000.0,43970.01,24,624,0.5,Approved
L1953,57,Male,Married,Salaried,41587.04,37045.54,36,622,0.5,Rejected
L1954,64,Female,Married,Self-employed,22770.02,55900.39,60,718,0.5,Rejected
L1955,48,Female,Single,Salaried,54533.6,44595.38,24,616,0.5,Approved
L1956,35,Male,Married,Salaried,32714.71,81283.91,36,631,0.5,Rejected
L1957,26,Male,Married,Self-employed,71407.26,156318.07,36,697,0.5,Approved
L1958,64,Male,Single,Self-employed,24901.22,57902.66,60,710,0.5,Approved
L1959,40,Female,Married,Salaried,20000.0,15588.41,36,633,0.5,Approved
L1960,34,Male,Single,Self-employed,161856.15,178606.14,48,580,0.5,Rejected
L1961,22,Female,Married,Salaried,49470.88,94195.19,24,773,0.5,Approved
L1962,29,Male,Single,Salaried,92655.41,139956.88,36,609,0.5,Approved
L1963,57,Female,Single,Self-employed,92568.52,100269.7,48,674,0.5,Rejected
L1964,40,Male,Single,Salaried,102360.79,193546.32,60,691,0.5,Rejected
L1965,46,Male,Married,Salaried,37890.49,78028.85,60,636,0.5,Rejected
L1966,49,Female,Married,Self-employed,20000.0,21416.84,12,606,0.5,Rejected
L1967,21,Female,Married,Self-employed,42177.2,28328.46,24,595,0.5,Rejected
L1968,55,Male,Married,Self-employed,98797.05,162889.41,48,696,0.5,Rejected
L1969,26,Female,Married,Salaried,20000.0,25860.75,24,561,0.5,Rejected
L1970,57,Female,Single,Self-employed,61271.64,138202.13,24,655,0.5,Rejected
L1971,25,Male,Single,Self-employed,83923.09,49516.42,12,648,0.5,Rejected
L1972,53,Male,Divorced,Unemployed,85470.93,151780.87,36,673,0.5,Rejected
L1973,34,Female,Married,Unemployed,38596.23,22963.36,12,637,0.5,Rejected
L1974,32,Male,Single,Salaried,31741.19,23060.3,12,688,0.5,Approved
L1975,62,Male,Divorced,Salaried,43501.95,53831.57,24,648,0.5,Approved
L1976,40,Female,Single,Salaried,28459.26,27242.45,12,641,0.5,Approved
L1977,44,Male,Single,Salaried,32892.56,27089.41,24,571,0.5,Rejected
L1978,63,Male,Divorced,Self-employed,44714.3,93285.13,36,664,0.5,Approved
L1979,54,Female,Divorced,Self-employed,84735.41,81727.5,24,675,0.5,Approved
L1980,45,Male,Married,Self-employed,36364.36,44704.24,12,649,0.5,Approved
L1981,49,Female,Single,Salaried,108720.88,251772.7,48,673,0.5,Approved
L1982,59,Female,Married,Salaried,46945.2,97225.81,36,629,0.5,Approved
L1983,51,Male,Single,Salaried,54923.26,85025.11,36,546,0.5,Rejected
L1984,63,Male,Divorced,Self-employed,23190.6,15950.28,12,628,0.5,Rejected
L1985,43,Male,Married,Self-employed,42555.39,101746.07,48,614,0.5,Rejected
L1986,64,Male,Divorced,Self-employed,21504.63,41250.57,36,660,0.5,Rejected
L1987,58,Female,Single,Salaried,37823.55,21567.67,36,594,0.5,Rejected
L1988,40,Female,Married,Unemployed,39893.49,95649.61,24,703,0.5,Approved
L1989,43,Male,Single,Salaried,29825.15,19191.3,12,669,0.5,Approved
L1990,65,Male,Married,Salaried,107547.59,183475.16,48,690,0.5,Approved
L1991,36,Male,Married,Salaried,51993.0,66955.88,60,642,0.5,Approved
L1992,62,Male,Divorced,Salaried,70780.81,174246.6,24,661,0.5,Approved
L1993,28,Male,Married,Unemployed,20458.04,47997.31,24,669,0.5,Rejected
L1994,41,Male,Single,Self-employed,20000.0,33952.76,12,608,0.5,Approved
L1995,21,Female,Divorced,Salaried,61542.05,117079.15,36,672,0.5,Approved
L1996,28,Male,Divorced,Salaried,21942.61,47028.86,24,589,0.5,Rejected
L1997,49,Male,Divorced,Salaried,84534.69,180957.27,36,727,0.5,Approved
L1998,52,Female,Single,Salaried,49134.57,83443.31,36,628,0.5,Approved
L1999,58,Male,Single,Self-employed,41787.08,41926.15,60,658,0.5,Approved
L2000,25,Male,Married,Salaried,48779.59,54897.45,12,619,0.5,Approved
L2001,42,Male,Married,Salaried,41650.79,76274.98,36,593,0.5,Rejected
L2002,54,Male,Divorced,Salaried,91838.55,172261.47,36,719,0.5,Approved
L2003,21,Male,Single,Salaried,31021.79,38558.0,12,661,0.5,Approved
L2004,46,Female,Married,Salaried,35968.03,81846.29,36,533,0.5,Rejected
L2005,63,Male,Married,Self-employed,61741.66,80272.13,48,574,0.5,Rejected
L2006,30,Female,Divorced,Unemployed,37337.96,70830.08,36,642,0.5,Rejected
L2007,50,Male,Divorced,Salaried,37686.51,34626.11,36,679,0.5,Approved
